303,142.37,71.7488631289,83.6251757612
878,89.04,53.1011246244,48.5422915177
840,176.5,92.3784027557,68.8020007046
304,162.76,73.6435903882,93.7241051643
307,121.5,37.4069315536,64.7735705621
308,66.6,38.9481389291,47.5641940038
841,202.44,53.1847155329,98.2984535995
842,115.76,69.7775108701,105.4258524961
309,176.2,85.4403573503,112.3200349177
422,161.275,75.2631642404,144.2494673751
844,150.36,40.1236360799,61.8610585843
405,96.5,63.5813347776,89.9281320164
1119,200.28,65.8069427164,74.9748426197
1078,103.63,51.2516757739,73.2901057711
845,124.36,61.0088245685,68.9559751695
1032,112.68,79.9259696052,93.0800924482
846,69.528,66.5550813475,50.4603024482
1192,118.96,72.598704032,115.56508041
295,156.88,78.3852846729,58.922281922
1034,83.46,99.7197742947,73.2967759439
1053,111.76,77.5619142242,105.8157135393
1086,154.2,106.6306526549,91.7178906081
913,119.64,58.2816711787,73.0388282222
847,155.6,91.8664084412,90.9117746342
848,134.216,68.1474881544,81.4697121736
849,91.4,50.7318448117,95.3256153189
1087,149.064,100.0426441788,67.4556143943
948,151.32,79.4427096654,107.4901173683
1083,135.52,56.4238632373,91.8646099844
1104,85.18,53.7358930859,54.2794588353
1231,109.3,52.5368859921,68.8229376008
407,145.04,80.1427835241,103.6034595549
1242,166.936,71.4806756308,107.084561454
1059,123.036,78.1313772883,93.6700189611
850,151.508,55.1438774509,82.2399665178
956,129.04,65.0420859036,120.7177635315
412,120.984,85.4743161568,47.0473490042
317,125.684,78.966241487,85.1358363454
1048,156.544,90.5414925415,98.8967510563
1031,115.72,61.7486041087,79.7233766697
852,119.68,79.3695676205,99.1572518302
919,158.14,75.6163358288,64.9682507203
1207,156.264,72.4106244879,118.6963602843
1095,161.92,78.92235626,93.1466224406
1065,142.65,75.4867699207,73.781687525
967,91.216,67.5602620222,48.82573389
922,71.2,59.8092950315,54.4080833486
1069,124.28,64.5321813618,69.2617087387
968,100.34,79.0811789862,97.3323832568
853,98.264,44.1856317898,58.1248056171
854,107.66,67.4996586135,41.7932858447
877,135.56,76.8179551385,61.4974327007
971,143.888,102.2943742765,98.4765844666
855,121.712,85.184360193,77.323187722
829,120.22,92.7420232077,77.6311281467
973,125.88,83.2126596388,81.7803445762
1011,114.268,63.0066472817,69.3173893081
974,172.88,70.8056790447,86.8530961599
856,100.8,47.500533755,34.1727463049
1084,87.48,52.0186223594,72.9060997817
858,97.44,47.333351938,79.383710253
857,159.52,61.5960507007,82.6996029029
1154,98.344,58.0956814073,86.3712078449
859,103.82,56.5152907935,51.4976755525
900,172.26,58.6181245854,90.2812597075
1073,209.32,99.5254254325,129.4350691625
818,106.26,54.783391658,88.5142591861
